metabolite_id	metabolite_name	analysis_id	units	PMN_02	PMN_03	PMN_04	PMN_05	PMN_06	PMN_07	PMN_08	PMN_10	PMN_12	PMN_13	PMN_14	PMN_15	PMN_16	PMN_19	PMN_21	PMN_22	PMN_25	PMN_27	PMN_28	PMN_29	PMN_32	PMN_34	PMN_35	PMN_36	PMN_38	PMN_40	PMN_41	PMN_42	PMN_43	PMN_46	PMN_48	PMN_49	PMN_50	PMN_51	PMN_52	PMN_53	PMN_54	PMN_55	PMN_56	PMN_57	PMN_58	PMN_59	PMN_60	PMN_61	PMN_62	PMN_63	PMN_64	PMN_65	PMN_66	PMN_67	PMN_68	PMN_69	PMN_70	PMN_71	PMN_72	PMN_73	PMN_74	PMN_75	PMN_76	PMN_77	PMN_78	PMN_79	PMN_80	PMN_81	PMN_82	PMN_83	PMN_84	PMN_85	PMN_86	PMN_87	PMN_88	PMN_89	PMN_90	PMN_91	PMN_92
ME585715	1,3/ 2,3-Bisphosphoglycerate	AN004046	MS reading	1729310.714	37949866.97	5790131.506	7113556.962	426882.7205	133967.7714	1399848.559	57929.04323	934578.1446	4342435.561	23820.07102	2516314.676	2089735.191	311206.8906	2395949.385	355234.8337	869273.1406	1030133.193	126902.0242	8440963.786	916780.5726	582020.1626	154858.6429	23710.50542	1205279156	314754.4409	4062496.843	64497.51358	1026120.679	571642.3358	227758.2221	5028283.451	371497.853	23211.62377	265305.1513	422152.0367	762748.3068	95663.21384	565619.0357	625706.1993	464457.4066	3778.701378	192766.3069	6891.40259	90885.82587	206351.3006	20738.72701	968205.7063	5578323.729	59037.30717	99456.85413	1071721.976	3155035.696	3392.249677	114836.4197	49255.85301	67078.55596	110921.2461	256690.6042	2497939.264	4751703.362	698068.6301	343860.3842	319970.5044	72096.47025	4157433.419	1567854.6	1172668.072	2375368.234	25698511.65	2438643.012	2005103.349	10083217.9	8171324.821	15697150.3
ME585716	1-Methylhistidine	AN004046	MS reading	53497724.17	175192857.5	75164710.94	81981118.13	45890829.6	96118752.48	47029547	75845080.69	26065165.99	37503762.77	61996923.79	39088543.58	400237842	22813261.16	44422089.74	153052947.1	95560436.54	52901079.01	92970711.05	36875356.89	37063817.48	66862279.8	45090860.91	345466782.7	387283725.7	44718003.59	372191770.6	82277272.31	196007776.4	170476463.7	65996683.58	64563874.87	383596229.8	152852378	190550325.8	207487121.7	67750226.89	165846156.2	30889046.44	239103960.8	26004310.01	500512794.7	35090030.41	38208077.88	64753300.65	116928190.7	306605629.7	54743505.35	74518570.89	111471586.6	808453316.8	79210648.23	74824667.2	109476708.1	112008977	74472685.91	46174317.18	82485492.25	64850135.12	35980812.6	136715311.8	165882775.6	59938165.15	53586720.18	150716014.3	124414265.5	194405576.5	55181747.43	84446872.13	69410787.66	140528423.8	141486983.6	55477600.36	100660512.8	92439817.96
ME585718	2-/3-Phosphoglycerate	AN004046	MS reading	21741729.47	22244180.65	21304611.06	43798996.63	13996773.03	7891997.482	12169769.66	15434192.36	10355117.76	17576859.81	9280180.631	7109456.731	28300568.66	5711009.568	32300406.3	6393222.331	6505926.316	13597414.37	6851198.031	25050126.01	13288267.77	9383418.729	10650318.04	9825431.197	75650339.7	13610116.9	18120823.13	8439556.736	10068784.91	13230549.19	4023586.799	41606597.57	7328148.164	7699408.371	8127620.824	5270912.049	7848646.894	8557952.272	11037040.6	5774388.537	14881897.75	16170040.81	41241102.89	6320001.017	9146275.079	11024710.92	17774288.67	10579775.49	7852182.495	8955219.021	8535543.752	8772410.288	33576166.77	11093462.69	11483152.25	4420363.831	2202881.457	16309185.97	8835056.893	6951401.659	5773751.446	3675640.1	5782527.509	10410847.78	11313539.68	5536252.096	15457905.69	11338593.18	6279627.112	15092525.22	13169455.12	15724976.39	12361212.05	6729274.664	6905517.054
ME585719	2-Hydroxybutyrate	AN004046	MS reading	5370694.109	1559171.745	187134.4777	208251.6813	189102.5377	5825230.496	3925919.248	2439513.333	2325657.042	2083076.552	3917104.116	3901935.336	1855959.665	11691988.21	3174434.806	5719689.632	5882948.182	9642387.349	4761445.521	9074389.143	257285.2029	145834.1907	311654.5463	315578.4582	1653047.691	1531901.18	3145174.779	368266.157	204489.7358	1187568.535	207345.2014	248467.4285	198543.2529	2339272.13	305508.983	2376649.193	1655551.096	248292.4952	258884.4198	247408.9501	164596.0852	1498881.334	3989376.905	7790558.635	3642722.867	4345327.682	236828.677	1198947.393	217882.1087	3373834.621	225112.3497	264701.3967	208398.2912	1242995.739	252282.7231	1110491.439	6355155.229	28185101.68	158560.259	170821.3571	1887084.634	5251303.377	159175.8212	337044.7913	235321.351	132538.2026	76071494.52	255484.8781	1053261.702	2441049.677	1580576.442	145908.4457	4589008.661	2375192.59	2223107.169
ME585720	2-Hydroxyglutarate	AN004046	MS reading	59888300.85	153298896.9	117047650.2	152383499.6	108003284.6	155340088.2	60727876.9	82131904.5	78895910.66	109143469.3	197319120.4	106049886.4	123217185.5	277854616.8	130682672	113537022.9	121302141.4	204622147.8	51313319.85	76644732.87	59683217.15	99398647.27	69482156.99	359211046	65379238.94	100835965.5	45126888.62	237296197.5	100572891.1	92685496.96	87372356.75	99504345.63	88974790.13	146138386.4	184922151.7	134838891.9	189313736.1	128080289.5	123330602.9	117061807	171058119.4	81395816.33	61658864.13	107706381.6	106657664.6	77138606.41	134300184.8	124887739.8	26830354.89	162266037.2	101426192.3	162790024.5	165933311.8	68185242.9	268808277.6	60126359.05	266898040.9	118655007.7	78739130.69	81269452.16	61811091.25	264781380.2	62344351.97	109578252.1	72301160.02	121899239.2	115972295.2	118947869.4	117633978.4	145777353.3	144934354.7	106379391.4	100599592	57166299.48	99614983.11
ME585721	2-Mannosyl-3-phosphoglycerate	AN004046	MS reading	1630522.847	5236828.248	5760611.219	7170008.022	1695695.525	13209184.1	3356065.914	2538667.645	2747153.05	2001525.953	2440060.62	3454336.065	5422560.119	503354.2727	2735116.283	355932.0905	2084323.882	8731935.302	5026925.64	11309578.67	11338509.99	17517271.28	2614252.772	1105612.212	13350823.46	4009001.533	1470538.711	537960.0138	2333115.413	2066118.903	6676182.031	2195345.749	1260329.908	8631895.253	2536996.962	13230549.19	10689668.5	4694801.26	4224809.395	4541227.896	674806.4932	2419543.277	1307986.92	1136824.369	4549043.495	1410204.685	7881275.382	7289085.283	7888676.027	5306648.786	6829372.27	7304856.651	1007805.57	6446704.204	5140223.739	38601278.21	568551381.4	74933298.67	5207213.618	1634646.839	37573858.02	59061521.53	344510403.5	9628216.146	3668659.089	6864276.121	33687247.93	4937667.27	3556028.061	5528960.864	6172044.804	1285885.767	10705518.79	20646940.3	5046744.687
ME585722	2-Methylmaleate	AN004046	MS reading	18809691.7	20433889.92	24692101.38	15459339.61	8362598.206	17492982.56	23958803.95	15733906.99	15365446.03	12378025.51	9798502.256	13039709.67	8610388.184	9148045.984	8047504.347	13080187.67	12299879.99	9470921.29	19511593.1	31336488.8	11761067.27	17026660.65	10720003	739336.6426	24850880.31	6373332.047	29822083.75	7861045.714	16661449.71	19370191.61	7809036.076	20799241.22	8745982.236	18697839.63	11970948.97	13328113.49	10290787.14	4833195.612	13053139.55	8197418.243	3436224.591	8305521.809	10576424.51	5633328.105	11437956.64	6882534.231	11010100.91	9749438.527	7449397.692	17516472.27	5255237.076	13927415.66	9566492.608	13885571.82	2955237.42	11675281.28	16951900.32	17017678.78	21120915.36	9306499.862	20836640.24	20726147.79	8765805.258	10401479.84	17793529.68	23377276.11	32880948.83	11678066.42	9584212.755	17148052.47	25973111.97	15669016.19	24446246.25	14150933.07	13976780.81
ME585729	3-Hydroxymethylglutarate	AN004046	MS reading	7581345.778	11769408.59	5046986.285	5686027.248	8257942.93	9906342.374	9900956.973	5454115.503	11412671.43	7702368.423	6872228.553	7284250.005	20617514.52	13636244.82	8198340.061	8573149.065	6559722.495	9793709.65	7752316.922	8869413.639	5101881.352	11949896.78	7868336.763	12605515.39	6906074.886	8630087.946	6705209.459	14500023.41	11471916.83	10415823.34	13230549.19	11562188.48	6804488.258	11154567.72	8449343.021	7107061.704	4880632.678	36535661.08	9326619.822	3499184.343	5330632.763	6738317.76	16215610.8	15206302.93	9493758.279	4859692.125	7648100.742	16622307.06	7766839.593	21870901.48	580816.7805	5002279.286	8795797.103	8344012.693	11961066.56	5321812.146	19581677.57	11709044.81	7107035.44	440739.5277	7835279.12	13230549.19	4513860.813	7433677.226	8240986.221	8117325.036	16684447.21	6485842.574	8715437.141	9712018.548	9604886.093	9255395.733	8709569.725	5846108.506	8258530.948
ME585730	3-Hydroxypyruvate	AN004046	MS reading	635290.1018	3190237.538	2034924.625	1067662.801	1690391.03	2355520.759	1248435.297	1743277.119	2459068.415	1106540.842	1722215.228	1901472.597	688695.3632	1705233.021	1547868.118	2046337.155	1044713.283	1708095.461	1513367.698	2517123.376	1690713.363	2504847.25	2045652.394	1403063.15	3942460.935	1070823.516	2780454.621	1448670.559	3456526.903	3184508.804	1351582.962	1087099.14	1188122.086	1075081.681	190764.0007	715610.3381	1265453.225	757191.3825	1839393.979	1185736.563	1302760.277	847443.4004	2188151.236	777810.9121	1040133.514	779543.9683	820303.07	1635158.34	2358713.965	1034611.055	491098.2554	1675628.044	2233098.416	1127847.347	1071055.281	1513424.743	378932.698	762964.1461	1897671.284	1100826.677	3187816.288	3253469.957	507046.9984	1398089.761	1635537.163	4336365.552	1372597.026	1838853.802	4186066.87	2840667.366	2713620.205	3251957.719	2582586.976	3560861.271	6044852.851
ME585731	3-Methyl-2-oxovalerate	AN004046	MS reading	154855810.3	47073778.8	162111904.9	39931165.42	86674172.19	144753680.8	142501454.9	59727135.59	21439342.95	78616471.81	107251367.8	118181735.3	57860796.35	289487115.8	93222874.12	102313408.2	89476277.12	185314428.6	116644733.5	154271417.3	28825200	91854370.05	31218850.37	22264521.64	24849417.19	25896480.19	85026650.64	26902466.35	62791667.18	28493329.9	39524299.45	48993797.73	10046491.52	53579058.67	40733506.68	70193603.21	47422028.86	46730268.49	31164986.84	18049565.11	70868042.09	35968264.82	85824731.71	52845598.89	43883014.68	59228205.81	33585503.14	40644555.45	26515829.93	82660886.83	19709812.53	79474786.98	30422547.45	50987822.19	23367916.19	30606680.72	28063527.03	248722707.7	40264732.51	13384021.91	52313672.96	11202389.34	21024633.29	26123131.92	19095253.64	43292008.01	604412269.1	14583240.16	26566153.14	77127701.5	43050682.32	45484803.93	72056659.77	18558083.19	46386201.65
ME585717	3-Methylhistidine	AN004046	MS reading	21260702.39	156021861.8	100738069.2	30525588	56277314.72	120371514.9	5240110.784	104588800.5	50893864.63	157846072.2	75038760.09	47897195.81	96777875.69	2804035.885	11222775.55	224064146.2	151457594.3	178098197.6	6652824.15	43815715.72	16200435.99	54964893.13	31130965.33	130855870.8	931920320.4	6805396.604	682253652.4	124236263.7	209232017	31113453.57	20933179.1	4379661.79	76818592.31	5929522.248	43113807.06	19034762.84	271915736.3	11208017.66	42760285.78	12173114.95	3901565.46	19275135.3	10911484.68	15061117.06	1571582.807	5598456.51	10168013.71	3804843.091	6931775.58	2528318.638	159282930.3	7029294.939	7516942.438	19106887.13	15961946.96	6481124.092	5680952.756	32381514.24	94693845.86	5005043.164	18656669.18	135580102.3	12960577.8	4876597.434	269715401.3	384998569.8	87133623.16	40751039.01	7608427.369	17835635.03	87334696.02	116924607.1	19649848.14	18552099.54	203782728.6
ME585732	4alpha-Hydroxyformyl-4beta-methyl-5alpha-cholest-8-en-3beta-ol	AN004046	MS reading	5070212.64	2688830.02	1003249.681	7456603.198	3576327.215	1052103.313	1322551.452	5405561.832	3995274.052	1705452.66	3351907.27	980560.6798	1610733.759	5394358.584	5489119.107	3361305.647	2551239.271	1796938.276	1717881.176	1853395.627	1427786.341	3433219.53	15625749.41	5398635.734	4402413.809	2567945.363	3736442.461	4713106.423	12277193.99	10213132	886929.4143	3000362.243	1006444.208	551338.7078	934218.3267	1176735.16	849379.8	1610733.11	3778001.706	608826.4732	3114428.078	1188744.985	13906665.43	3456149.225	553221.7549	1696138.619	474376.5136	2155423.303	4553612.258	1452040.687	524909.3342	3872598.088	24657141.87	2718816.561	5600131.997	1833372.517	2446793.382	1964406.344	3211872.829	4295216.096	4605818.485	5563131.638	6126979.51	1799315.271	6699341.296	3609638.392	2464934.635	3015902.928	17822311.35	11545160.68	4915482.018	5221725.373	3150734.628	4980425.207	9083271.881
ME585733	4-Guanidinobutanoate	AN004046	MS reading	2671828.884	2969250.594	9395525.261	443324.6274	29297191.83	6802381.203	391951.3442	5177754.698	7303495.994	13802400.82	33987865.43	10616714.45	2302130.036	2624016.159	335152.7891	3452216.961	3654983.923	5273626.863	12531104.78	283243.1656	4812551.031	590525.8022	3626354.879	9477511.195	351495.6158	3375250.213	1281651.591	10630583.23	3162020.241	1023476.95	3036973.26	67070.14021	17697599.07	3359701.199	8596945.147	67148415.4	7721110.87	7541784.64	5940155.529	2299177.609	4042688.691	7096640.011	817862.2889	16920961.72	4867699.176	12252466.21	8922919.517	6924511.353	2163845.736	3831967.208	33755259.75	9007514.649	2761893.152	10938234.85	4809213.879	1033204.71	42362764.18	14615606.11	13658576.24	49275835.38	5876704.977	25186635.02	8463989.691	11762106.73	5178690.992	2314055.01	21794342.11	15813677.78	8725475.312	2902546.206	16908358.76	13894099.24	4843425.886	29247862.21	8711736.387
ME585734	4-Guanidinobutyric acid	AN004046	MS reading	3331085.967	771665.8288	5163502.438	393159.5639	15561877.76	9194163.011	317225.4923	9311365.933	12814827.05	8891837.532	63731890.11	16708002.45	1673942.076	5422930.285	277725.2874	7815718.652	10229355.15	6965382.993	18243289.46	143525.6062	5978218.281	275321.2193	4375091.96	50412357.95	577629.7307	16314329.78	222521.2451	11409260.73	4256529.923	13573486.96	2308540.756	6494996.876	7400508.802	10619627.74	11831224.43	1853757.78	16458864.51	2524053.808	225576.6491	23953066.67	1673225.666	13390214.1	129581367.6	12210194.31	3036827.484	4923550.76	8025055.603	1067722.874	40079370.13	4784106.973	13076643.63	7944446.482	1714978.96	13113581.51	5861981.84	626723.0479	2205759.493	15736858.35	7061515.148	7194111.123	27057807.91	12005270.62	4160893.312	29368099.73	9796602.925	834065.486	10653744.85	22261448.85	4330843.588	1191561.483	8135028.817	6286170.542	2001924.603	19690831.35	5052590.606
ME585735	5-Aminolevulinate	AN004046	MS reading	13631612.91	8927348.472	26390159.11	18396513.64	24328460.21	21384014.82	13732749.89	16423843.87	12256564.8	21095819.07	17952582.09	7389697.67	24246676.53	10270970.44	33660941.38	15571780.87	22148901.37	14714853.99	26750927.09	9240810.882	30092827.63	29520469.18	28882697.6	33005105.18	5305861.467	10665720.01	31672179.27	39711031.91	18318662.52	6348248.364	29155108.23	12153003.95	26303293.01	10423939.61	4775596.839	25801120.86	5601182.882	8428557.255	6490009.376	17020143.75	6748414.715	10714740.99	28173233.85	16183671.27	8176201.03	17894927.89	28994828.55	8231424.656	10392035.38	20414584.78	18265633.45	80631518.89	10919694.74	7119864.995	4819573.698	67908503.61	15501697.95	663368614.1	16019489.99	13246319.18	24743793.33	26410626.94	42777072.32	17666473.39	31081710.58	5074124.64	1345937663	13230549.19	7974846.511	8305483.532	6543932.427	9988599.268	5013021.469	18395922.89	13740531.7
ME585736	5-Glutamyltaurine	AN004046	MS reading	1396907.018	1440442.881	1087053.145	776238.1134	2563132.808	2896791.086	1432631.256	1224508.397	3399852.074	493092.8086	4710617.965	2506200.367	237875.9792	2248532.069	599886.6208	2013139.653	3527363.846	1418874.313	2432438.594	633201.2037	386093.264	917737.3976	1961248.12	4277412.189	1925432.436	3411178.046	396668.3065	2495775.785	3068661.107	1176368.87	873230.6338	2405554.398	730439.8298	2907755.215	2809915.802	628217.9142	952881.6294	1069718.042	4010251.539	1916245.333	876451.5395	2434584.383	3470929.49	4218067.126	1735329.991	1057651.645	2407516.681	757738.8139	1793024.453	810865.5886	2942244.818	1242921.466	1210573.383	2513436.456	4030112.515	1479762.752	680908.3653	2135716.491	637071.4753	992291.1893	487040.5424	960421.6498	1772232.337	2610497.754	4100903.55	834065.486	451217.4288	2597169.032	1691735.777	1261653.335	1288046.229	1130098.075	690318.8285	1102686.555	721798.658
ME585737	6-Phosphogluconate	AN004046	MS reading	1569481.255	3221738.861	1924933.562	1412957.144	679597.5458	337424.4475	683731.0337	723849.3246	142072.8877	407230.6548	107750.3012	80956.33448	575043.6739	64447.54521	604882.0767	128656.4394	110775.0097	663677.6346	432832.1005	1784376.915	1025832.217	1341889.135	179479.7897	21348.54896	16344856.33	583044.573	1000184.032	42282.52418	382532.404	574329.2438	133811.6843	756355.6408	437661.1024	296676.7222	649270.0153	1058899.451	937481.5723	300227.3302	317613.8769	382493.9223	1216055.118	497918.7999	48979.51242	509971.4197	349913.906	1020554.349	359017.4055	213531.0618	436227.229	2692820.375	665712.247	534940.8799	580270.2533	729736.9888	2300546.766	3537008.881	28671469.49	11610254.35	4203541.066	4031303.131	4931938.602	574191.6849	20688121.49	534507.8177	632684.8822	2072205.706	2246905.389	348297.4467	1451803.645	2506448.157	3971259.392	3084479.48	5970347.958	1600646.957	1296339.18
ME585738	6-Phosphonogluconolactone	AN004046	MS reading	296317.7547	808296.2949	339213.6222	47645.28773	4942.337036	6799.995406	5524.915831	6886.678591	7060.02036	4364.335348	7480.286758	6443.410115	30372.16272	7141.171196	5997.837514	6393.582328	9522.249216	6964.188559	6566.457985	397791.7599	33621.71134	172506.6376	8145.325947	8247.880335	441576.0623	44463.41996	126228.7531	9624.912966	5344.493032	40202.56629	5419.122771	6493.883104	32633.74975	6825.732861	7984.707027	229303.3729	183593.1389	76745.8344	6766.139005	6466.218973	239061.5235	79349.87439	12493.20344	11986.13503	7807.645862	102866.8744	6189.695579	6198.618074	5694.512768	710620.6525	5883.480554	6918.170072	5446.646067	74947.82618	516530.0357	886287.3409	8279368.28	3297244.632	1189535.811	948186.5268	1311411.688	4321.156299	7518843.951	8808.919095	84591.79351	498058.5832	242554.1711	6677.289427	207324.4573	467736.6388	1201135.57	858838.0941	1606942.748	269571.5815	24123.80028
ME585739	Acetylarginine	AN004046	MS reading	279381.4037	72022.14403	99646.53828	27218.73904	1281566.404	1095742.715	63445.09846	229595.3244	771504.8937	26675.5126	3602237.267	1670800.245	158583.9861	8861861.684	106646.5104	6394.678897	2998259.27	1160897.166	3040548.243	202624.3852	323820.1569	91773.73976	3922496.24	1084629.519	618165.1504	3262865.957	40634.31432	196096.6689	3563606.447	5338904.87	853156.3664	938166.2154	1441657.559	3034179.355	236624.4886	1235838.52	1126132.835	180289.5577	107775.5101	179648	1434193.428	8764503.777	671046.368	377406.006	1735329.991	656473.4347	504432.0665	6199.681205	4007937.013	1702817.736	958953.8665	1101971.609	494317.4649	338767.5223	1135758.982	443928.8256	67131.81067	1236467.442	1611867.588	355571.0095	1136427.932	1760773.025	631839.3548	3915746.631	3417419.625	134733.6554	3008116.192	2968193.18	236843.0087	140183.7039	372855.4874	134199.1464	110451.0126	228413.6436	72179.8658
ME585740	Acetylcarnitine	AN004046	MS reading	1181998.246	252077.5041	344233.4959	927453.3302	823864.1167	2518948.77	665150.2258	2423506.202	2222980.202	161669.7733	3879332.441	1193428.746	722438.159	4100264.361	833175.8623	2013139.653	1710771.466	1186694.88	2067572.805	354592.6741	871823.4994	367094.959	1810382.88	244423.5537	719503.6996	4004426.401	30959.47758	1105272.134	1187868.816	904899.1306	1204456.047	865999.5834	691995.6282	594193.457	591561.2216	319258.2843	23388.91272	408656.3308	589005.6948	790451.2	557741.8888	693856.549	1781743.805	1021216.252	347065.9982	620002.6883	6190.757179	2525796.046	854323.4158	429758.7619	163458.0454	179390.727	76669.64762	524543.2603	415223.7137	435224.3388	354839.5707	955452.1144	1074578.392	181920.0514	1298774.78	472207.3111	631839.3548	5220995.508	1822623.8	160397.2088	620423.9646	1731446.022	277444.6674	238312.2967	616906.3519	409660.5522	372772.1674	267795.3063	281501.4766
ME585741	Acetylcholine	AN004046	MS reading	527933336	855847532.7	806778908.3	558020499.4	1145512668	826211746.9	691762426.9	1206137213	1176744311	1597383638	1391857528	1224761584	713205217.8	738295834.9	811495315.5	1281187882	1598393939	1146889371	127900742.1	488435185.9	769095431.7	781873565.3	955734124.1	2113380791	1235708339	1211458142	901686288.1	1601995845	893651008.3	613336796.6	908846807.6	1027916506	882471133.8	1303651218	1513926034	1081978321	1731267146	2065749216	1529008460	2279625592	1563798563	2317096743	711616128.3	878627232	778265466.6	2242236921	1013391704	1152031991	1522595227	299716705.6	2537185142	1794950634	1237299578	1933947772	1736468834	914648234.4	656027409.8	619146415.6	1083346173	817475392.1	531656298.2	680763959.3	595737926.4	1476266752	1390159119	874315034.9	959523221.9	800841722.5	650767543.6	858127920.6	833803065.8	626682851.8	413671025.9	448292729.6	969582162.8
ME585742	Acetyl-CoA	AN004046	MS reading	199318.5268	195081.3194	13649.0574	15189.28627	1208913.48	18976.77764	625675.0233	19218.6848	200449.9562	583571.5882	233865.8472	598909.566	13274.55449	388609.0491	394659.8089	501100.0054	1127970.375	673593.3087	18325.04372	255529.6713	196429.5687	10636.73175	22731.19761	1295161.67	3011868.946	22346.50873	14577.28937	215204.3283	299537.4749	235076.3521	384109.7254	200052.9761	294476.2407	714250.8898	570236.2381	585523.7098	13052.07013	211899.2571	18882.29443	409281.1158	463437.1293	267525.6682	203758.5786	33449.76072	618610.276	325833.6781	235202.881	521093.894	15891.70229	12217.49021	99015.04883	1177331.334	365985.5894	16465.4348	185782.1296	65576.19992	14449.85372	1382933.384	225033.6553	150687.6862	8153.71889	1185739.362	11609.83239	1275627.869	176914.6992	348132.8837	957348.8333	18634.34152	1309419.048	571146.5678	572662.1877	693768.4796	1053068.568	745632.3404	1840616.958
ME585743	Adenosine	AN004046	MS reading	41284616.62	35567278.76	31113758.31	87504136.99	20540533.47	38168828.43	23467361.59	46689105.91	24787709.5	48644975.72	36284540.73	15161581.35	10309846.25	13186899.89	24556860.95	18948217.51	38492968.21	29427152.72	8901614.847	24725749.7	15051444.86	10893362.89	23993707.34	32727250.59	2895589.943	20914117.99	6015138.184	40434525.22	13230549.19	5341207.839	3483019.899	65187208.14	13931692.33	29227025.94	13230549.19	18799471.55	15582332.95	47192621.06	80067202.19	16271521.79	43651590.04	40460820.42	13716136.85	39086852.23	9101426.921	21324237.52	22623392.98	24926527.8	37139133.82	15848773.36	25088419.13	13949688.17	11397709.82	31525587.6	32684821.9	37827328.43	90034539.47	65452427.66	55440932.53	21397583.63	32148138.66	27463838.13	12775310.17	22427786.35	53366823.56	57996263.02	69540557.23	36004882.03	16754176.99	30113526.61	25654125.22	41206697.59	73535363.43	28971135.12	15305920.99
ME585744	Adenosine cyclic phosphate	AN004046	MS reading	395995.0565	538175.5327	102204.5021	511342.8036	730366.1948	469933.2223	102001.5055	239741.2757	289810.5396	263229.4792	578928.867	336974.0573	78506.81908	9369.299821	102192.55	273293.0607	223585.9504	425924.4814	374390.7419	738353.8519	136462.8533	462734.765	204212.7548	279149.4786	7178.466116	174692.8956	286456.4546	291770.4242	370996.2685	88125.99438	155060.6697	288072.0059	107358.4277	372786.775	309103.1004	185344.6317	625492.3341	64184.97077	693359.9703	460022.9557	144136.6714	123469.8557	16391.22849	164148.4954	331978.5577	64586.47875	483458.1606	178829.6379	39578.41281	100350.5391	221551.6679	86816.67795	225998.2114	523978.9763	192964.016	202700.3712	691827.9883	515036.7871	598951.5644	559122.812	685371.0908	1688759.937	244918.3172	710900.7874	464694.3756	901684.8271	361798.1261	636330.1337	1008378.06	969959.1844	811016.3335	930860.7743	512233.7708	415097.4393	561025.9576
ME585745	Adenosine diphosphate	AN004046	MS reading	219079891.3	407968024.7	208550093.2	225859661	153207095.7	198214139.1	194803189.3	193091962.5	155259703	157270901.3	135985547.2	134206976	95997557.9	121990905.2	136041285.8	132455283.7	139679685.9	104981966.1	190230575.1	238652381.2	175466709.7	212649348.9	97750018.39	107954554	319369837.4	104499394.2	215821002.7	160412455.3	159193817.2	101467343.9	86622179.37	224368578.6	119668853.1	162633873.1	122476229	237312983.4	193926876.8	71251069.02	191468308	147332514.2	71036123.19	53701100.65	54106420.06	143228341	140486083.3	167934783.4	59640047.62	110584288.8	102251526.9	109558183.9	215876898.2	74970803.49	177706462.8	150706336.2	190638448.1	291229557.7	535979404.9	136635502	182910820.1	151899611.9	261965693.6	181590988.7	196622907.1	127125220.2	146150312	212145276.9	159739531.6	203069761.3	180204421	272508632.3	194247530.7	185872486.8	257089597.1	122509678.2	168419209.5
ME585746	Adenosine monophosphate	AN004046	MS reading	71643314.24	80254655.78	91794858.5	239336677.9	55768185.92	127796527	70550929.03	111888217.5	122757193	50891766.03	71073425.61	82050170.41	92475020.8	71717815.21	114498493	81567549.3	94346702.39	130876617.1	74691127.18	121477500.6	128907675.6	77302323.48	98289458.18	151692618.2	131067037.6	93528289.22	87803560.98	110911723.3	96613831.22	61092760.86	97166793.58	66524591.74	92657833.06	62299028.44	71529243.29	106509655.3	61384230.89	72388618	103556036.2	90770795.26	43103103.48	58573403.94	141670013.4	165178554.1	90154061.8	168056105.2	83817013.4	133067386.8	108856885.6	54677411.01	157890934.6	91905043.38	101894796	120691568.7	126881915.5	392013443.8	431272662.5	26858540.72	66212967.63	61761214.11	68685148.46	63267292.77	87298946.68	133529666.9	88583627.83	53646729.56	21894500.38	94955806.88	53154660.21	49579209.34	41262610.44	56762518.79	69096574.01	36150539.04	46235656.1
ME585747	Adenosine triphosphate	AN004046	MS reading	888223185.8	1660167217	1136015233	556437132	730818247.2	736912145.2	1203944585	539884110.5	767658992.8	1199381360	814304946.6	1165177431	540600056.8	651480249.8	521511769.3	573554146.1	1071894278	888425231.1	1082032859	924541894.9	790411903.6	906766730.1	487292036.7	658540924.5	1290519085	738054656.9	1100448087	884473850.1	475789759.4	586407211.2	719892892.3	1093953278	493964847.1	1108237964	1100491376	898219588.6	1216039853	791323200.6	1064066809	962683457.5	444513191.7	307535564.7	34355611.81	443757414.1	1104190917	950173680.9	396814140.2	829916331.4	504350715.6	436222280.2	1119382534	601652789.4	575606471.9	289469266	674976744.9	171691004.4	584190961.5	879977189.7	837794045.6	682415586	966492235.5	924517838.3	517777276.5	1080493780	983665790.8	1003646686	1342023261	1071960884	736031649.3	1386631074	1464641958	958280554.4	1145062278	842152190.3	893840978.5
ME585748	ADP-ribose	AN004046	MS reading	1037926.404	479796.759	1503846.36	1681486.981	1094552.233	773655.9451	591563.4591	1636744.773	1031142.456	873992.6065	485721.295	693541.5556	954519.6203	276736.6427	819254.3601	597266.6918	1113926.229	1149561.043	211028.3873	1810824.134	1065714.692	456341.3629	921813.4553	1879650.751	791944.7204	963454.5213	698527.3344	136799.015	918626.846	533431.3231	479772.4927	1595494.479	1411172.066	530562.1899	463405.8126	1361862.071	560075.6944	2332396.356	1161690.104	1511147.705	1957501.146	912203.9292	590952.5643	564816.5933	883760.3546	1723053.647	1731234.079	1553898.66	1445467.494	1399396.893	866218.5597	1927051.311	1720594.316	1514239.889	3301890.052	4673868.621	3806317.648	85997.31102	1629472.038	404968.9435	639722.2922	332117.8483	4321865.506	523435.0978	456677.9977	809583.951	31889.34683	828649.3875	560341.1563	877273.9158	652754.7733	1086787.412	963348.6785	299447.6955	596491.7548
